time_step,source_neuron_1,source_neuron_2,neuron_distance,uniq_s1,uniq_s2,redun_s1_s2,syn_s1_s2,overlapping
12,189,239,0.36001992,0.123202029,0.093988522,0.008332863,0.178252892,0.080503578
13,189,239,0.36001992,0.110029691,0.084061475,0.012058525,0.188618025,0.080503578
14,189,239,0.36001992,0.132907361,0.113645473,0.019867088,0.207895033,0.080503578
15,189,239,0.36001992,0.118924418,0.10310268,0.013153923,0.183173334,0.080503578
16,189,239,0.36001992,0.092764643,0.144172294,0.015071383,0.227086862,0.080503578
17,189,239,0.36001992,0.089915109,0.078087666,0.009937031,0.175036101,0.080503578
18,189,239,0.36001992,0.091485646,0.114701771,0.00886346,0.173798537,0.080503578
19,189,239,0.36001992,0.119414351,0.113659749,0.012451485,0.182736288,0.080503578
20,189,239,0.36001992,0.127955163,0.089805691,0.018967183,0.193778522,0.080503578
21,189,239,0.36001992,0.106314784,0.122947248,0.009040996,0.202870491,0.080503578
22,189,239,0.36001992,0.130757421,0.092959612,0.010434495,0.219899064,0.080503578
23,189,239,0.36001992,0.108704176,0.100277908,0.010698091,0.168369743,0.080503578
24,189,239,0.36001992,0.11522382,0.095446055,0.031905886,0.213919369,0.080503578
25,189,239,0.36001992,0.117006068,0.119136557,0.016496885,0.205174122,0.080503578
9,113,143,0.12147782,0.072488672,0.089690082,0.0136695,0.207896517,0.210357709
10,113,143,0.12147782,0.090307382,0.127518772,0.015470777,0.157541288,0.210357709
11,113,143,0.12147782,0.10388504,0.098825785,0.021981,0.21096193,0.210357709
12,113,143,0.12147782,0.108725142,0.110587761,0.014358847,0.215784345,0.210357709
13,113,143,0.12147782,0.090570436,0.138897865,0.007140068,0.199618184,0.210357709
14,113,143,0.12147782,0.099770796,0.106797613,0.020654106,0.246888433,0.210357709
15,113,143,0.12147782,0.111826396,0.103500455,0.020863686,0.186986677,0.210357709
16,113,143,0.12147782,0.092117914,0.108048925,0.021155888,0.191863151,0.210357709
17,113,143,0.12147782,0.114514123,0.118149125,0.014876423,0.214020364,0.210357709
18,113,143,0.12147782,0.1104833,0.113053497,0.01813821,0.213560636,0.210357709
19,113,143,0.12147782,0.088628944,0.106108873,0.011010108,0.223211119,0.210357709
20,113,143,0.12147782,0.099030711,0.114076825,0.015034996,0.20103843,0.210357709
21,113,143,0.12147782,0.096437976,0.076029817,0.0233973,0.179772933,0.210357709
22,113,143,0.12147782,0.076944555,0.086702954,0.017518709,0.247142303,0.210357709
23,113,143,0.12147782,0.108943271,0.125204413,0.016263494,0.181053918,0.210357709
24,113,143,0.12147782,0.122151846,0.114288012,0.020231688,0.207206344,0.210357709
25,113,143,0.12147782,0.063467006,0.130225576,0.014758086,0.235988986,0.210357709
9,26,144,0.34549641,0.125534189,0.102663866,0.024445562,0.217538771,0.087552119
10,26,144,0.34549641,0.125357404,0.094872816,0.013724679,0.213599213,0.087552119
11,26,144,0.34549641,0.091111586,0.103088028,0.012522621,0.229320569,0.087552119
12,26,144,0.34549641,0.105893289,0.119340405,0.008885802,0.251577863,0.087552119
13,26,144,0.34549641,0.108513362,0.130163748,0.010921423,0.202003182,0.087552119
14,26,144,0.34549641,0.093987576,0.171377736,0.014043698,0.200542355,0.087552119
15,26,144,0.34549641,0.108195534,0.085712128,0.01878107,0.218314584,0.087552119
16,26,144,0.34549641,0.102935808,0.10547706,0.00868635,0.245074609,0.087552119
17,26,144,0.34549641,0.105455072,0.111930352,0.018915588,0.209709938,0.087552119
18,26,144,0.34549641,0.101222033,0.094233066,0.008924296,0.201947583,0.087552119
19,26,144,0.34549641,0.146192414,0.097496551,0.020658421,0.224635766,0.087552119
20,26,144,0.34549641,0.110926651,0.101592699,0.017979926,0.205389156,0.087552119
21,26,144,0.34549641,0.055186082,0.103245077,0.016774927,0.245222509,0.087552119
22,26,144,0.34549641,0.090677915,0.10709768,0.015252681,0.180391978,0.087552119
23,26,144,0.34549641,0.08580565,0.126590143,0.011788321,0.234738763,0.087552119
24,26,144,0.34549641,0.095168426,0.085191254,0.023851318,0.192918473,0.087552119
25,26,144,0.34549641,0.0918294,0.102547819,0.016508429,0.19813415,0.087552119
9,122,172,0.3579269,0.145763257,0.107436224,0.021831879,0.243571841,0.081509834
10,122,172,0.3579269,0.097505763,0.101631865,0.007316449,0.192307249,0.081509834
11,122,172,0.3579269,0.08269993,0.075767787,0.020606092,0.231336891,0.081509834
12,122,172,0.3579269,0.117322241,0.109282461,0.014965295,0.278163364,0.081509834
13,122,172,0.3579269,0.099921864,0.102863368,0.018044407,0.181560709,0.081509834
14,122,172,0.3579269,0.093489256,0.103308805,0.017955785,0.222679724,0.081509834
15,122,172,0.3579269,0.074878587,0.084880573,0.016950657,0.227221886,0.081509834
16,122,172,0.3579269,0.121976359,0.080530269,0.020007266,0.220710565,0.081509834
17,122,172,0.3579269,0.13901128,0.072922033,0.011329341,0.21552577,0.081509834
18,122,172,0.3579269,0.136579517,0.097057987,0.01865099,0.165101805,0.081509834
19,122,172,0.3579269,0.139266893,0.06606309,0.013615625,0.171360393,0.081509834
20,122,172,0.3579269,0.11109075,0.133034123,0.02567273,0.189069443,0.081509834
21,122,172,0.3579269,0.084586972,0.095017421,0.009321307,0.162790391,0.081509834
22,122,172,0.3579269,0.114543808,0.093675058,0.014182155,0.171093168,0.081509834
23,122,172,0.3579269,0.115291333,0.091222896,0.023235046,0.214154903,0.081509834
24,122,172,0.3579269,0.110135841,0.106896335,0.009149581,0.142181884,0.081509834
25,122,172,0.3579269,0.06423934,0.132554815,0.013803537,0.173269214,0.081509834
9,142,295,0.75729296,0.10050583,0.102932396,0.015633957,0.194610761,0
10,142,295,0.75729296,0.10114709,0.11831175,0.015295833,0.176578836,0
11,142,295,0.75729296,0.106633783,0.056633316,0.021638887,0.256280672,0
12,142,295,0.75729296,0.108680852,0.124063813,0.014785143,0.216186072,0
13,142,295,0.75729296,0.09611581,0.101519885,0.011400098,0.20084647,0
14,142,295,0.75729296,0.103243116,0.092812876,0.018869899,0.225531065,0
15,142,295,0.75729296,0.082636477,0.092467216,0.01091818,0.155034679,0
16,142,295,0.75729296,0.07853555,0.103318992,0.014526299,0.218971958,0
17,142,295,0.75729296,0.1228477,0.115379695,0.020741171,0.215667934,0
18,142,295,0.75729296,0.091226521,0.112067951,0.017465122,0.219412586,0
19,142,295,0.75729296,0.093338606,0.072372014,0.02411763,0.251153005,0
20,142,295,0.75729296,0.12194395,0.084039295,0.015238849,0.238274394,0
21,142,295,0.75729296,0.122571313,0.085269346,0.009071614,0.194695674,0
22,142,295,0.75729296,0.125825931,0.11815478,0.005373212,0.180818421,0
23,142,295,0.75729296,0.10563577,0.057448981,0.022340761,0.178897628,0
24,142,295,0.75729296,0.11616096,0.109605901,0.014687418,0.221620424,0
25,142,295,0.75729296,0.13455037,0.066686869,0.013259174,0.191631,0
9,5,225,0.30528981,0.113367564,0.099686553,0.014416499,0.183120868,0.107812749
10,5,225,0.30528981,0.091899073,0.100904614,0.014699677,0.199561415,0.107812749
11,5,225,0.30528981,0.119346734,0.102850978,0.011143749,0.219887731,0.107812749
12,5,225,0.30528981,0.097261303,0.103633735,0.01693204,0.142254309,0.107812749
13,5,225,0.30528981,0.116432514,0.07115751,0.004301403,0.176606169,0.107812749
14,5,225,0.30528981,0.092942007,0.098875734,0.014460723,0.17684189,0.107812749
15,5,225,0.30528981,0.06409308,0.123128833,0.015853339,0.199662927,0.107812749
16,5,225,0.30528981,0.101739573,0.083459579,0.033215016,0.246025179,0.107812749
17,5,225,0.30528981,0.104648806,0.105437323,0.01881946,0.182922477,0.107812749
18,5,225,0.30528981,0.083755519,0.079174878,0.011206759,0.194091397,0.107812749
19,5,225,0.30528981,0.099179767,0.104238621,0.01967166,0.187838928,0.107812749
20,5,225,0.30528981,0.098639103,0.096019544,0.014438408,0.184977055,0.107812749
21,5,225,0.30528981,0.083778254,0.07912733,0.006665304,0.170356252,0.107812749
22,5,225,0.30528981,0.140265868,0.092340552,0.012674364,0.219064379,0.107812749
23,5,225,0.30528981,0.080052292,0.097789335,0.011915496,0.195759367,0.107812749
24,5,225,0.30528981,0.106796564,0.090285186,0.028571972,0.196460622,0.107812749
25,5,225,0.30528981,0.09999056,0.091886374,0.016532219,0.199103768,0.107812749
9,9,126,0.72403768,0.103974315,0.085289306,0.015933602,0.164670228,0
10,9,126,0.72403768,0.071970677,0.123585472,0.011684469,0.253504764,0
11,9,126,0.72403768,0.109739732,0.098888813,0.014011743,0.244526267,0
12,9,126,0.72403768,0.116611767,0.101267964,0.017219659,0.189361959,0
13,9,126,0.72403768,0.145036873,0.095010647,0.024103648,0.188967419,0
14,9,126,0.72403768,0.104828083,0.118717833,0.015687532,0.211989334,0
15,9,126,0.72403768,0.09848102,0.098571859,0.015133591,0.198380904,0
16,9,126,0.72403768,0.101612121,0.076231343,0.020900091,0.237273228,0
17,9,126,0.72403768,0.107260626,0.075539802,0.021590386,0.201802721,0
18,9,126,0.72403768,0.092118924,0.086362797,0.013061345,0.207283448,0
19,9,126,0.72403768,0.069127591,0.131079886,0.014323106,0.241582416,0
20,9,126,0.72403768,0.095220205,0.124065751,0.015651552,0.151911084,0
21,9,126,0.72403768,0.108599397,0.096548519,0.017871676,0.200345376,0
22,9,126,0.72403768,0.097025423,0.10262599,0.017101332,0.186349305,0
23,9,126,0.72403768,0.116375111,0.095527822,0.018124082,0.208815704,0
24,9,126,0.72403768,0.116581,0.096981937,0.018077603,0.211550359,0
25,9,126,0.72403768,0.123960813,0.086574907,0.011763085,0.176260916,0
9,77,114,0.31365275,0.114799267,0.125260763,0.012504751,0.160296092,0.103514007
10,77,114,0.31365275,0.118591937,0.099864068,0.020170877,0.171308048,0.103514007
11,77,114,0.31365275,0.100990613,0.107304131,0.012764397,0.214801419,0.103514007
12,77,114,0.31365275,0.098784444,0.0883509,0.01176269,0.236513478,0.103514007
13,77,114,0.31365275,0.107185278,0.088944206,0.019723226,0.184761324,0.103514007
14,77,114,0.31365275,0.116800909,0.097632782,0.011708794,0.238688986,0.103514007
15,77,114,0.31365275,0.089911575,0.128168338,0.028485822,0.194855088,0.103514007
16,77,114,0.31365275,0.110458907,0.074395366,0.012708378,0.242366607,0.103514007
17,77,114,0.31365275,0.114606841,0.098457577,0.017447923,0.191974684,0.103514007
18,77,114,0.31365275,0.119041089,0.147694222,0.014889816,0.223222459,0.103514007
19,77,114,0.31365275,0.127241358,0.137032768,0.013448152,0.179743062,0.103514007
20,77,114,0.31365275,0.081069931,0.104398821,0.019010869,0.189733698,0.103514007
21,77,114,0.31365275,0.132518217,0.086332716,0.016802342,0.177541976,0.103514007
22,77,114,0.31365275,0.091737075,0.154275266,0.010366403,0.214416905,0.103514007
23,77,114,0.31365275,0.127509399,0.116852262,0.008962262,0.182155296,0.103514007
24,77,114,0.31365275,0.100524734,0.125927735,0.018894999,0.228316603,0.103514007
25,77,114,0.31365275,0.169374952,0.078888663,0.016718194,0.177191334,0.103514007
9,104,165,0.51499816,0.099877173,0.100780448,0.012384466,0.211972198,0.017708865
10,104,165,0.51499816,0.109834466,0.070362289,0.008306553,0.171530303,0.017708865
11,104,165,0.51499816,0.111531719,0.084455295,0.017020789,0.199841708,0.017708865
12,104,165,0.51499816,0.086864158,0.106407701,0.009355612,0.184700848,0.017708865
13,104,165,0.51499816,0.103810258,0.076710981,0.004494217,0.200353812,0.017708865
14,104,165,0.51499816,0.108675292,0.113900332,0.011539757,0.190270696,0.017708865
15,104,165,0.51499816,0.119892481,0.076848158,0.012372556,0.195428405,0.017708865
16,104,165,0.51499816,0.102610954,0.078857377,0.010876216,0.197970027,0.017708865
17,104,165,0.51499816,0.137054409,0.069859044,0.012043361,0.186718322,0.017708865
18,104,165,0.51499816,0.115368862,0.104397733,0.016973187,0.233587539,0.017708865
19,104,165,0.51499816,0.128847622,0.082207933,0.006947719,0.175997143,0.017708865
20,104,165,0.51499816,0.076490785,0.100731029,0.009443061,0.217605719,0.017708865
21,104,165,0.51499816,0.102911577,0.110856393,0.01137986,0.188865347,0.017708865
22,104,165,0.51499816,0.120831868,0.110037358,0.019935149,0.158029498,0.017708865
23,104,165,0.51499816,0.089917396,0.088921462,0.0167574,0.226276347,0.017708865
24,104,165,0.51499816,0.100486223,0.095430343,0.010039794,0.171871001,0.017708865
25,104,165,0.51499816,0.134677634,0.111702671,0.01292,0.193770605,0.017708865
9,162,187,0.77490168,0.079231696,0.102748159,0.009170914,0.189278146,0
10,162,187,0.77490168,0.085161923,0.122236631,0.017434137,0.201984601,0
11,162,187,0.77490168,0.105918864,0.13234102,0.015360732,0.232724983,0
12,162,187,0.77490168,0.099974013,0.129993113,0.012252272,0.207055073,0
13,162,187,0.77490168,0.119867346,0.091806024,0.023732414,0.220128897,0
14,162,187,0.77490168,0.124172346,0.08885541,0.014618076,0.193016995,0
15,162,187,0.77490168,0.108771949,0.112347337,0.008364634,0.18511798,0
16,162,187,0.77490168,0.110812956,0.117551682,0.009960637,0.19139454,0
17,162,187,0.77490168,0.08010863,0.128690051,0.01074105,0.213629626,0
18,162,187,0.77490168,0.129376912,0.116002553,0.028653001,0.188354831,0
19,162,187,0.77490168,0.119042176,0.113670809,0.023461016,0.179681399,0
20,162,187,0.77490168,0.112093916,0.074720585,0.008741745,0.163975808,0
21,162,187,0.77490168,0.084751024,0.091609568,0.012658055,0.197033839,0
22,162,187,0.77490168,0.084414521,0.099331229,0.007531809,0.208413261,0
23,162,187,0.77490168,0.113900219,0.098361333,0.013830179,0.203139974,0
24,162,187,0.77490168,0.09189165,0.106539627,0.017363337,0.209547676,0
25,162,187,0.77490168,0.098080935,0.108571918,0.010917329,0.203944762,0
9,134,264,0.44409073,0.101162116,0.102778536,0.015701848,0.191477692,0.043162829
10,134,264,0.44409073,0.077719574,0.143373238,0.017289712,0.191909833,0.043162829
11,134,264,0.44409073,0.089013305,0.093863693,0.019121775,0.189980115,0.043162829
12,134,264,0.44409073,0.105325935,0.130773756,0.013594881,0.220823035,0.043162829
13,134,264,0.44409073,0.130535201,0.080640044,0.014659314,0.169951134,0.043162829
14,134,264,0.44409073,0.110234304,0.113973583,0.01207513,0.216854948,0.043162829
15,134,264,0.44409073,0.10158889,0.084044657,0.007786852,0.158228505,0.043162829
16,134,264,0.44409073,0.091179816,0.096589731,0.018323743,0.209147982,0.043162829
17,134,264,0.44409073,0.097730276,0.133238549,0.015482041,0.19570167,0.043162829
18,134,264,0.44409073,0.134285241,0.112948231,0.019657778,0.119728211,0.043162829
19,134,264,0.44409073,0.095550668,0.122431089,0.020520602,0.202732489,0.043162829
20,134,264,0.44409073,0.094403464,0.084137046,0.011105969,0.180228919,0.043162829
21,134,264,0.44409073,0.123518401,0.084498186,0.010142442,0.161005499,0.043162829
22,134,264,0.44409073,0.080019221,0.109622852,0.012515567,0.206550542,0.043162829
23,134,264,0.44409073,0.099042704,0.089957804,0.015304496,0.198841438,0.043162829
24,134,264,0.44409073,0.124532094,0.090161218,0.00913144,0.146323592,0.043162829
25,134,264,0.44409073,0.096005149,0.069094249,0.010218535,0.150710083,0.043162829
9,40,113,0.29799132,0.114564351,0.077048115,0.009110056,0.188262394,0.111598175
10,40,113,0.29799132,0.114878847,0.086696531,0.019081628,0.186205201,0.111598175
11,40,113,0.29799132,0.084433715,0.112013328,0.013852712,0.187851506,0.111598175
12,40,113,0.29799132,0.099215906,0.107295743,0.015788247,0.190360398,0.111598175
13,40,113,0.29799132,0.104995719,0.086685949,0.011024555,0.182562704,0.111598175
14,40,113,0.29799132,0.088310775,0.106030192,0.01439471,0.208735337,0.111598175
15,40,113,0.29799132,0.094888354,0.114949712,0.01774037,0.199847697,0.111598175
16,40,113,0.29799132,0.072635481,0.10156284,0.011710962,0.181834137,0.111598175
17,40,113,0.29799132,0.113065903,0.108212812,0.021177734,0.218735896,0.111598175
18,40,113,0.29799132,0.099155493,0.102580394,0.026041116,0.163446552,0.111598175
19,40,113,0.29799132,0.088851345,0.082831775,0.016807277,0.196547803,0.111598175
20,40,113,0.29799132,0.084048408,0.09320016,0.020865548,0.228177713,0.111598175
21,40,113,0.29799132,0.086312918,0.102146968,0.017688308,0.226155424,0.111598175
22,40,113,0.29799132,0.067363192,0.07533089,0.019132375,0.20715873,0.111598175
23,40,113,0.29799132,0.124975243,0.114715889,0.010490876,0.192003027,0.111598175
24,40,113,0.29799132,0.12535829,0.125810537,0.016572998,0.200034266,0.111598175
25,40,113,0.29799132,0.080483129,0.070096902,0.00812819,0.205070032,0.111598175
9,275,295,0.70707385,0.095833456,0.105870453,0.0126959,0.179711513,0
10,275,295,0.70707385,0.090263775,0.118297896,0.015309687,0.159128168,0
11,275,295,0.70707385,0.093717352,0.069130355,0.009141847,0.17531526,0
12,275,295,0.70707385,0.085989412,0.124833764,0.014015192,0.159333847,0
13,275,295,0.70707385,0.080095024,0.105717932,0.007202051,0.182011761,0
14,275,295,0.70707385,0.097735698,0.100870231,0.010812543,0.126389233,0
15,275,295,0.70707385,0.109379045,0.099307913,0.004077483,0.205426704,0
16,275,295,0.70707385,0.077401881,0.10693166,0.01091363,0.199876823,0
17,275,295,0.70707385,0.075699491,0.114722629,0.021398237,0.140208254,0
18,275,295,0.70707385,0.116389187,0.115750369,0.013782704,0.177366893,0
19,275,295,0.70707385,0.081791829,0.081898399,0.014591246,0.193915853,0
20,275,295,0.70707385,0.098810415,0.085495603,0.01378254,0.1940494,0
21,275,295,0.70707385,0.085672902,0.079449534,0.014891426,0.203455707,0
22,275,295,0.70707385,0.100945108,0.105638842,0.017889151,0.189683324,0
23,275,295,0.70707385,0.110728045,0.064300169,0.015489572,0.188840951,0
24,275,295,0.70707385,0.124778012,0.10152361,0.02276971,0.187174416,0
25,275,295,0.70707385,0.085920382,0.064568748,0.015377296,0.222230095,0
9,29,155,0.42120857,0.142132606,0.06955547,0.013401671,0.173681128,0.052672654
10,29,155,0.42120857,0.099090271,0.115694468,0.037027148,0.233076032,0.052672654
11,29,155,0.42120857,0.118190273,0.118905537,0.020786754,0.151515777,0.052672654
12,29,155,0.42120857,0.072470097,0.104975397,0.012510511,0.203640349,0.052672654
13,29,155,0.42120857,0.097305489,0.105736888,0.014029473,0.217181485,0.052672654
14,29,155,0.42120857,0.109930336,0.119530813,0.026139493,0.228336401,0.052672654
15,29,155,0.42120857,0.083677768,0.109451911,0.020382476,0.255242881,0.052672654
16,29,155,0.42120857,0.141151264,0.102217738,0.009720398,0.160925677,0.052672654
17,29,155,0.42120857,0.104317652,0.11172123,0.013911827,0.17051442,0.052672654
18,29,155,0.42120857,0.120008127,0.10469515,0.014361557,0.182829581,0.052672654
19,29,155,0.42120857,0.145598938,0.046717601,0.003616485,0.163694511,0.052672654
20,29,155,0.42120857,0.132319703,0.104294243,0.012374296,0.19015863,0.052672654
21,29,155,0.42120857,0.092855886,0.138335804,0.009017308,0.172044551,0.052672654
22,29,155,0.42120857,0.124769324,0.106407164,0.017010419,0.172890991,0.052672654
23,29,155,0.42120857,0.091989937,0.085334836,0.022587434,0.266156511,0.052672654
24,29,155,0.42120857,0.108033096,0.106297935,0.011875621,0.19251283,0.052672654
25,29,155,0.42120857,0.095434028,0.078680125,0.020568401,0.168973873,0.052672654
9,41,250,0.42494131,0.14149123,0.09498156,0.012066924,0.176484057,0.05108457
10,41,250,0.42494131,0.097614594,0.107183593,0.027011977,0.248807583,0.05108457
11,41,250,0.42494131,0.095199078,0.136738998,0.012956991,0.193080426,0.05108457
12,41,250,0.42494131,0.101021589,0.110590779,0.022148726,0.21358246,0.05108457
13,41,250,0.42494131,0.110821754,0.120338215,0.020200162,0.202486953,0.05108457
14,41,250,0.42494131,0.078987,0.15522617,0.012461604,0.204859853,0.05108457
15,41,250,0.42494131,0.120529039,0.092857171,0.018031054,0.180537677,0.05108457
16,41,250,0.42494131,0.104143589,0.083391826,0.015634138,0.19696758,0.05108457
17,41,250,0.42494131,0.07230254,0.114493879,0.00824729,0.228866657,0.05108457
18,41,250,0.42494131,0.101610363,0.109420506,0.014022986,0.234951115,0.05108457
19,41,250,0.42494131,0.085957756,0.11187597,0.021646363,0.18665939,0.05108457
20,41,250,0.42494131,0.113934375,0.112176946,0.012673471,0.213958472,0.05108457
21,41,250,0.42494131,0.103058515,0.088686193,0.009749388,0.214386377,0.05108457
22,41,250,0.42494131,0.09596658,0.098392699,0.010112235,0.225736889,0.05108457
23,41,250,0.42494131,0.122573995,0.139111262,0.024059877,0.230580951,0.05108457
24,41,250,0.42494131,0.13835021,0.083841571,0.022465307,0.183408995,0.05108457
25,41,250,0.42494131,0.11858245,0.133357378,0.012337604,0.205703747,0.05108457
9,136,215,0.79613847,0.110901228,0.099534119,0.008185638,0.218576561,0
10,136,215,0.79613847,0.14826407,0.122973705,0.015475173,0.175531359,0
11,136,215,0.79613847,0.106927954,0.071163056,0.013517499,0.201822837,0
12,136,215,0.79613847,0.109036922,0.092361626,0.017420112,0.231610359,0
13,136,215,0.79613847,0.079265337,0.10312311,0.006881307,0.177861678,0
14,136,215,0.79613847,0.138324692,0.121871274,0.012122015,0.166423736,0
15,136,215,0.79613847,0.118136103,0.095495432,0.016715064,0.123888108,0
16,136,215,0.79613847,0.110936319,0.065449986,0.009863096,0.190046374,0
17,136,215,0.79613847,0.157590786,0.076871992,0.010413327,0.163811415,0
18,136,215,0.79613847,0.090552596,0.088839655,0.015945686,0.200952011,0
19,136,215,0.79613847,0.144496247,0.077802217,0.014768219,0.223143671,0
20,136,215,0.79613847,0.113156469,0.134237333,0.015481533,0.224861839,0
21,136,215,0.79613847,0.089259148,0.079950299,0.005287872,0.164066098,0
22,136,215,0.79613847,0.115177288,0.110774582,0.016091841,0.180344787,0
23,136,215,0.79613847,0.092344196,0.070754751,0.014688605,0.195535092,0
24,136,215,0.79613847,0.130139635,0.140899471,0.00994067,0.185098849,0
25,136,215,0.79613847,0.101185078,0.086774068,0.018400331,0.194195732,0
9,130,210,1.07611199,0.092706865,0.108292256,0.012647551,0.250905512,0
10,130,210,1.07611199,0.073595422,0.104955976,0.016838815,0.258352976,0
11,130,210,1.07611199,0.083663944,0.113309076,0.012722872,0.185450584,0
12,130,210,1.07611199,0.093816687,0.120142533,0.024939734,0.234737111,0
13,130,210,1.07611199,0.081957574,0.125084643,0.011754224,0.166454276,0
14,130,210,1.07611199,0.1080431,0.110591757,0.023486721,0.178966908,0
15,130,210,1.07611199,0.1062643,0.0904095,0.017783516,0.222460799,0
16,130,210,1.07611199,0.097606432,0.104129715,0.012513762,0.210498402,0
17,130,210,1.07611199,0.069448984,0.102740833,0.008098992,0.198609955,0
18,130,210,1.07611199,0.091524935,0.084196678,0.015956386,0.224516744,0
19,130,210,1.07611199,0.090799084,0.133302791,0.025899923,0.202005143,0
20,130,210,1.07611199,0.098464067,0.098045829,0.011699699,0.198713225,0
21,130,210,1.07611199,0.114236708,0.118412197,0.016127207,0.197595216,0
22,130,210,1.07611199,0.105451185,0.086106813,0.01180935,0.183015924,0
23,130,210,1.07611199,0.116556777,0.119206793,0.020653179,0.197798263,0
24,130,210,1.07611199,0.125763241,0.095064615,0.025941499,0.244423127,0
25,130,210,1.07611199,0.066776076,0.115518568,0.014489359,0.189561541,0
9,279,293,1.07913705,0.089147257,0.113207377,0.012121719,0.214737732,0
10,279,293,1.07913705,0.104062734,0.084093748,0.013345505,0.147661723,0
11,279,293,1.07913705,0.108083363,0.085748172,0.018911769,0.209249774,0
12,279,293,1.07913705,0.090502602,0.105608031,0.01530032,0.22352548,0
13,279,293,1.07913705,0.089921945,0.154514022,0.011883567,0.215852052,0
14,279,293,1.07913705,0.159502624,0.100547619,0.019368152,0.165477315,0
15,279,293,1.07913705,0.101747956,0.090990423,0.005447348,0.20264771,0
16,279,293,1.07913705,0.117714414,0.150061421,0.021268332,0.254356772,0
17,279,293,1.07913705,0.129736654,0.094139113,0.014666642,0.199324474,0
18,279,293,1.07913705,0.06497099,0.101976278,0.00700294,0.222141115,0
19,279,293,1.07913705,0.08853391,0.111462494,0.0105711,0.203433074,0
20,279,293,1.07913705,0.096885985,0.097169634,0.012946875,0.213449806,0
21,279,293,1.07913705,0.09866869,0.140775086,0.013323075,0.180871614,0
22,279,293,1.07913705,0.086401342,0.133367762,0.015570909,0.191119776,0
23,279,293,1.07913705,0.113027284,0.091210682,0.013330871,0.206329194,0
24,279,293,1.07913705,0.122539895,0.061328726,0.018323219,0.170334764,0
25,279,293,1.07913705,0.133942173,0.103473725,0.021964629,0.235920721,0
9,185,227,0.14196719,0.081476164,0.085325947,0.008086073,0.193376156,0.198364644
10,185,227,0.14196719,0.110842962,0.077678177,0.036486595,0.208483183,0.198364644
11,185,227,0.14196719,0.093456616,0.12182842,0.01471866,0.168776179,0.198364644
12,185,227,0.14196719,0.103371848,0.096055397,0.016834467,0.195584711,0.198364644
13,185,227,0.14196719,0.118017222,0.116747272,0.009612421,0.170291247,0.198364644
14,185,227,0.14196719,0.059535752,0.108908049,0.015916567,0.193614883,0.198364644
15,185,227,0.14196719,0.089220136,0.112704542,0.010566298,0.215064831,0.198364644
16,185,227,0.14196719,0.101914998,0.13703236,0.014545929,0.17270973,0.198364644
17,185,227,0.14196719,0.131016231,0.133110726,0.022952519,0.197052181,0.198364644
18,185,227,0.14196719,0.136333762,0.099015132,0.013024537,0.159152961,0.198364644
19,185,227,0.14196719,0.093604342,0.082934115,0.011868174,0.208735501,0.198364644
20,185,227,0.14196719,0.122064958,0.105302085,0.023384923,0.166458479,0.198364644
21,185,227,0.14196719,0.090979433,0.100407374,0.013138134,0.245184483,0.198364644
22,185,227,0.14196719,0.111137101,0.088501577,0.013729708,0.143359879,0.198364644
23,185,227,0.14196719,0.097900379,0.120097189,0.014253257,0.20652457,0.198364644
24,185,227,0.14196719,0.087365597,0.106628684,0.012653294,0.204581042,0.198364644
25,185,227,0.14196719,0.102360101,0.133753002,0.011467936,0.21144303,0.198364644
9,32,65,0.73214816,0.15075285,0.114473525,0.027649405,0.19435854,0
10,32,65,0.73214816,0.070924336,0.091102674,0.008016977,0.21753325,0
11,32,65,0.73214816,0.125588274,0.079896892,0.027494754,0.172828603,0
12,32,65,0.73214816,0.085049514,0.100706748,0.018986351,0.233133746,0
13,32,65,0.73214816,0.094505736,0.074146061,0.005800265,0.16099038,0
14,32,65,0.73214816,0.096456027,0.091234191,0.011860744,0.181732111,0
15,32,65,0.73214816,0.125366522,0.111815868,0.018586959,0.200933845,0
16,32,65,0.73214816,0.112807151,0.094180257,0.025731658,0.254567419,0
17,32,65,0.73214816,0.132121715,0.078502995,0.011161213,0.223537799,0
18,32,65,0.73214816,0.101681583,0.102659233,0.02302961,0.197170228,0
19,32,65,0.73214816,0.117806681,0.08643149,0.008147574,0.222987255,0
20,32,65,0.73214816,0.124553733,0.082409402,0.013052934,0.198700846,0
21,32,65,0.73214816,0.124077479,0.079866527,0.011808898,0.225372415,0
22,32,65,0.73214816,0.11706559,0.110384886,0.016735941,0.19037496,0
23,32,65,0.73214816,0.117351786,0.114686519,0.020122451,0.192535904,0
24,32,65,0.73214816,0.112161908,0.107484547,0.017746983,0.216264856,0
25,32,65,0.73214816,0.113939541,0.093624999,0.024308204,0.208120888,0
9,45,285,0.78546295,0.105587127,0.088251649,0.01331636,0.167185165,0
10,45,285,0.78546295,0.131857154,0.106906024,0.013153563,0.200342507,0
11,45,285,0.78546295,0.075660904,0.116757907,0.01097656,0.166149794,0
12,45,285,0.78546295,0.091407855,0.108099165,0.020357882,0.193509931,0
13,45,285,0.78546295,0.100828682,0.11418307,0.016193487,0.167967177,0
14,45,285,0.78546295,0.086482791,0.133315027,0.011794034,0.198347289,0
15,45,285,0.78546295,0.106870705,0.104922207,0.015291024,0.221456633,0
16,45,285,0.78546295,0.098745003,0.083372662,0.019505402,0.211780713,0
